OptionLongName,Strike,Expiration,CallPut,ImpliedVolatility,Volume,OpenInterest,Delta
SPX 140118P1550000,1550,1/18/2014,P,0.37578,5167,61026,-0.011673
SPX 140118P1555000,1555,1/18/2014,P,0.367601,0,1512,-0.011465
SPX 140118P1560000,1560,1/18/2014,P,0.361582,0,4768,-0.011641
SPX 140118P1565000,1565,1/18/2014,P,0.355571,0,6949,-0.011822
SPX 140118P1570000,1570,1/18/2014,P,0.345308,7,1342,-0.011191
SPX 140118P1575000,1575,1/18/2014,P,0.353113,31,40988,-0.014191
SPX 140118P1580000,1580,1/18/2014,P,0.341504,200,6312,-0.013221
SPX 140118P1585000,1585,1/18/2014,P,0.33913,0,1035,-0.014255
SPX 140118P1590000,1590,1/18/2014,P,0.333056,5,2432,-0.014493
SPX 140118P1595000,1595,1/18/2014,P,0.330373,2,1209,-0.015563
SPX 140118P1600000,1600,1/18/2014,P,0.325875,303,76989,-0.016243
SPX 140118P1605000,1605,1/18/2014,P,0.321302,0,1283,-0.016942
SPX 140118P1610000,1610,1/18/2014,P,0.31516,1,4538,-0.017243
SPX 140118P1615000,1615,1/18/2014,P,0.311945,15,2405,-0.018398
SPX 140118P1620000,1620,1/18/2014,P,0.305769,1,4304,-0.018735
SPX 140118P1625000,1625,1/18/2014,P,0.306231,111,55884,-0.021203
SPX 140118P1630000,1630,1/18/2014,P,0.298698,15,4936,-0.021181
SPX 140118P1635000,1635,1/18/2014,P,0.29245,12,6085,-0.021589
SPX 140118P1640000,1640,1/18/2014,P,0.288625,30,8803,-0.022889
SPX 140118P1645000,1645,1/18/2014,P,0.284647,100,5953,-0.024223
SPX 140118P1650000,1650,1/18/2014,P,0.279435,29354,66488,-0.025159
SPX 140118P1655000,1655,1/18/2014,P,0.27417,12,7430,-0.026128
SPX 140118P1660000,1660,1/18/2014,P,0.268854,890,6893,-0.027135
SPX 140118P1665000,1665,1/18/2014,P,0.265461,3,4252,-0.029082
SPX 140118P1670000,1670,1/18/2014,P,0.26092,22,15244,-0.030633
SPX 140118P1675000,1675,1/18/2014,P,0.258034,345,50135,-0.033137
SPX 140118P1680000,1680,1/18/2014,P,0.251497,71,5834,-0.033903
SPX 140118P1685000,1685,1/18/2014,P,0.246622,5,5970,-0.035631
SPX 140118P1690000,1690,1/18/2014,P,0.241642,7,12357,-0.037427
SPX 140118P1695000,1695,1/18/2014,P,0.236562,0,1799,-0.039298
SPX 140118P1700000,1700,1/18/2014,P,0.232832,2379,67614,-0.042187
SPX 140118P1705000,1705,1/18/2014,P,0.2275,30,4780,-0.044237
SPX 140118P1710000,1710,1/18/2014,P,0.222738,428,15796,-0.046857
SPX 140118P1715000,1715,1/18/2014,P,0.218459,9,10595,-0.050066
SPX 140118P1720000,1720,1/18/2014,P,0.213978,106,16284,-0.053404
SPX 140118P1725000,1725,1/18/2014,P,0.209307,2571,61331,-0.056885
SPX 140118P1730000,1730,1/18/2014,P,0.204453,270,12652,-0.060526
SPX 140118P1735000,1735,1/18/2014,P,0.199935,132,9717,-0.064822
SPX 140118C1740000,1740,1/18/2014,C,0.174982,2,7100,0.949437
SPX 140118P1740000,1740,1/18/2014,P,0.195679,469,21961,-0.069794
SPX 140118C1745000,1745,1/18/2014,C,0.170614,0,3947,0.945293
SPX 140118P1745000,1745,1/18/2014,P,0.19116,252,10537,-0.074992
SPX 140118C1750000,1750,1/18/2014,C,0.172377,109,41039,0.934034
SPX 140118P1750000,1750,1/18/2014,P,0.186391,4555,81007,-0.080445
SPX 140118C1755000,1755,1/18/2014,C,0.16524,1,437,0.93163
SPX 140118P1755000,1755,1/18/2014,P,0.181382,51,13358,-0.086187
SPX 140118C1760000,1760,1/18/2014,C,0.161817,35,8569,0.924417
SPX 140118P1760000,1760,1/18/2014,P,0.176529,2739,17818,-0.092731
SPX 140118C1765000,1765,1/18/2014,C,0.161306,4,1721,0.912531
SPX 140118P1765000,1765,1/18/2014,P,0.172874,18,3553,-0.101515
SPX 140118C1770000,1770,1/18/2014,C,0.157615,0,2414,0.903585
SPX 140118P1770000,1770,1/18/2014,P,0.167418,2554,9939,-0.108866
SPX 140118C1775000,1775,1/18/2014,C,0.151327,20,28245,0.897314
SPX 140118P1775000,1775,1/18/2014,P,0.163992,2044,51344,-0.119907
SPX 140118C1780000,1780,1/18/2014,C,0.151568,5,4400,0.88026
SPX 140118P1780000,1780,1/18/2014,P,0.160666,2667,18330,-0.132325
SPX 140118C1785000,1785,1/18/2014,C,0.147083,21,13081,0.86875
SPX 140118P1785000,1785,1/18/2014,P,0.156224,115,11436,-0.144477
SPX 140118C1790000,1790,1/18/2014,C,0.143298,80,22319,0.854613
SPX 140118P1790000,1790,1/18/2014,P,0.152403,51,9261,-0.159002
SPX 140118C1795000,1795,1/18/2014,C,0.140535,4,5401,0.836979
SPX 140118P1795000,1795,1/18/2014,P,0.149025,35,3763,-0.175898
SPX 140118C1800000,1800,1/18/2014,C,0.137031,2399,120658,0.818555
SPX 140118P1800000,1800,1/18/2014,P,0.144997,3055,97062,-0.193655
SPX 140118C1805000,1805,1/18/2014,C,0.134671,136,10534,0.795948
SPX 140118P1805000,1805,1/18/2014,P,0.141679,476,5174,-0.214603
SPX 140118C1810000,1810,1/18/2014,C,0.129705,287,17972,0.775252
SPX 140118P1810000,1810,1/18/2014,P,0.138447,234,7140,-0.237953
SPX 140118C1815000,1815,1/18/2014,C,0.126948,18,5300,0.748111
SPX 140118P1815000,1815,1/18/2014,P,0.134801,1419,3645,-0.263143
SPX 140118C1820000,1820,1/18/2014,C,0.124388,20,33806,0.717814
SPX 140118P1820000,1820,1/18/2014,P,0.131831,556,3207,-0.291955
SPX 140118C1825000,1825,1/18/2014,C,0.12225,5374,62988,0.684031
SPX 140118P1825000,1825,1/18/2014,P,0.128622,10554,17257,-0.323184
SPX 140118C1830000,1830,1/18/2014,C,0.120018,123,13986,0.647549
SPX 140118P1830000,1830,1/18/2014,P,0.126136,395,1429,-0.358022
SPX 140118C1835000,1835,1/18/2014,C,0.115238,42,10020,0.610458
SPX 140118P1835000,1835,1/18/2014,P,0.123524,98,754,-0.395335
SPX 140118C1840000,1840,1/18/2014,C,0.113583,7423,21207,0.567483
SPX 140118P1840000,1840,1/18/2014,P,0.121022,1167,4219,-0.435237
SPX 140118C1845000,1845,1/18/2014,C,0.111178,401,7256,0.522604
SPX 140118P1845000,1845,1/18/2014,P,0.118529,823,406,-0.477406
SPX 140118C1850000,1850,1/18/2014,C,0.109247,2043,74319,0.475711
SPX 140118P1850000,1850,1/18/2014,P,0.116925,908,4644,-0.521282
SPX 140118C1855000,1855,1/18/2014,C,0.107719,206,7275,0.427916
SPX 140118P1855000,1855,1/18/2014,P,0.114846,26,14,-0.566291
SPX 140118C1860000,1860,1/18/2014,C,0.106236,1976,27595,0.38001
SPX 140118P1860000,1860,1/18/2014,P,0.111879,1,404,-0.612868
SPX 140118C1865000,1865,1/18/2014,C,0.104791,6485,6614,0.332776
SPX 140118P1865000,1865,1/18/2014,P,0.110339,100,13,-0.658071
SPX 140118C1870000,1870,1/18/2014,C,0.10379,1800,14721,0.287814
SPX 140118P1870000,1870,1/18/2014,P,0.110797,6,157,-0.698699
SPX 140118C1875000,1875,1/18/2014,C,0.102989,6309,26386,0.245702
SPX 140118P1875000,1875,1/18/2014,P,0.110136,4,28,-0.738755
SPX 140118C1880000,1880,1/18/2014,C,0.102563,545,14359,0.20754
SPX 140118P1880000,1880,1/18/2014,P,0.108195,0,17,-0.778964
SPX 140118C1885000,1885,1/18/2014,C,0.102804,668,19814,0.174553
SPX 140118P1885000,1885,1/18/2014,P,0.111391,1,103,-0.80498
SPX 140118C1890000,1890,1/18/2014,C,0.103328,507,15039,0.145952
SPX 140118P1890000,1890,1/18/2014,P,0.109988,3,10,-0.837807
SPX 140118C1895000,1895,1/18/2014,C,0.103528,142,5350,0.120249
SPX 140118P1895000,1895,1/18/2014,P,0.111335,0,6,-0.861302
SPX 140118C1900000,1900,1/18/2014,C,0.104622,1088,30202,0.100008
SPX 140118P1900000,1900,1/18/2014,P,0.114691,15,1521,-0.877585
SPX 140118C1905000,1905,1/18/2014,C,0.105614,710,20889,0.082555
SPX 140118P1905000,1905,1/18/2014,P,0.119412,0,1,-0.888906
SPX 140118C1910000,1910,1/18/2014,C,0.107685,225,2762,0.069817
SPX 140118P1910000,1910,1/18/2014,P,0.120703,0,21,-0.904992
SPX 140118C1915000,1915,1/18/2014,C,0.109907,397,885,0.059319
SPX 140118P1915000,1915,1/18/2014,P,0.124327,0,10,-0.914884
SPX 140118C1920000,1920,1/18/2014,C,0.109987,125,13702,0.047206
SPX 140118P1920000,1920,1/18/2014,P,0.126534,3,3,-0.925744
SPX 140118C1925000,1925,1/18/2014,C,0.113763,452,7688,0.04222
SPX 140118P1925000,1925,1/18/2014,P,0.134867,0,8,-0.925857
SPX 140118C1930000,1930,1/18/2014,C,0.117197,59,1508,0.037544
SPX 140118P1930000,1930,1/18/2014,P,0.139349,0,0,-0.931432
SPX 140118C1935000,1935,1/18/2014,C,0.119371,36,1242,0.032115
SPX 140118P1935000,1935,1/18/2014,P,0.139215,0,0,-0.942461
SPX 140118C1940000,1940,1/18/2014,C,0.119815,7,1725,0.0258
SPX 140118P1940000,1940,1/18/2014,P,0.142874,0,0,-0.947418
SPX 140118C1945000,1945,1/18/2014,C,0.125035,0,446,0.024854
SPX 140118P1945000,1945,1/18/2014,P,0.153588,0,0,-0.94352
SPX 140118C1950000,1950,1/18/2014,C,0.126576,3540,4634,0.020923
SPX 140118P1950000,1950,1/18/2014,P,0.152014,0,21,-0.953648
SPX 140118C1955000,1955,1/18/2014,C,0.128832,0,433,0.01813
SPX 140118P1955000,1955,1/18/2014,P,0.160452,0,0,-0.952259
SPX 140118C1960000,1960,1/18/2014,C,0.133737,16,1309,0.017541
SPX 140118P1960000,1960,1/18/2014,P,0.161999,0,0,-0.957761
SPX 140118C1965000,1965,1/18/2014,C,0.13537,1,443,0.014945
SPX 140118P1965000,1965,1/18/2014,P,0.169075,0,0,-0.957579
SPX 140118C1970000,1970,1/18/2014,C,0.131994,0,992,0.010178
SPX 140118P1970000,1970,1/18/2014,P,0.170018,0,0,-0.962772
SPX 140118C1975000,1975,1/18/2014,C,0.140981,55,4078,0.012037
SPX 140118P1975000,1975,1/18/2014,P,0.175463,0,0,-0.963736
SPX 140118C1980000,1980,1/18/2014,C,0.140968,6,1697,0.009595
SPX 140118P1980000,1980,1/18/2014,P,0.187248,0,0,-0.959513
SPX 140118C1990000,1990,1/18/2014,C,0.14392,0,579,0.006941
SPX 140118P1990000,1990,1/18/2014,P,0.193289,0,0,-0.965033
SPX 140118C2000000,2000,1/18/2014,C,0.14862,1428,76634,0.005502
SPX 140118P2000000,2000,1/18/2014,P,0.198317,7,70597,-0.970233
SPX 140118C2050000,2050,1/18/2014,C,0.183359,100,2659,0.003493
SPX 140118P2050000,2050,1/18/2014,P,0.243656,0,0,-0.977438
SPX 140118C2100000,2100,1/18/2014,C,0.20006,0,3829,0.001166
SPX 140118P2100000,2100,1/18/2014,P,0.300934,0,1000,-0.976776
SPX 140118C2250000,2250,1/18/2014,C,0.296243,0,270,0.000812
SPX 140118P2250000,2250,1/18/2014,P,0.411754,0,0,-0.986849
SPX 140118C2500000,2500,1/18/2014,C,0.438084,0,142,0.000567
SPX 140118P2500000,2500,1/18/2014,P,0.585866,0,22,-0.991137
SPX 140118C3000000,3000,1/18/2014,C,0.674327,0,154,0.000382
SPX 140118P3000000,3000,1/18/2014,P,0.852732,0,79,-0.994882
SPXW 140124P1275000,1275,1/24/2014,P,0.517439,0,0,-0.001446
SPXW 140124P1300000,1300,1/24/2014,P,0.511302,0,10,-0.002127
SPXW 140124P1325000,1325,1/24/2014,P,0.477302,0,0,-0.00192
SPXW 140124P1350000,1350,1/24/2014,P,0.467601,0,33,-0.00267
SPXW 140124P1370000,1370,1/24/2014,P,0.447466,0,0,-0.002784
SPXW 140124P1375000,1375,1/24/2014,P,0.454068,0,0,-0.003458
SPXW 140124P1380000,1380,1/24/2014,P,0.448975,0,0,-0.003496
SPXW 140124P1390000,1390,1/24/2014,P,0.438833,0,0,-0.003572
SPXW 140124P1400000,1400,1/24/2014,P,0.438115,0,2,-0.004299
SPXW 140124P1410000,1410,1/24/2014,P,0.427901,0,0,-0.004396
SPXW 140124P1420000,1420,1/24/2014,P,0.425624,0,0,-0.005145
SPXW 140124P1425000,1425,1/24/2014,P,0.420485,0,2,-0.005204
SPXW 140124P1430000,1430,1/24/2014,P,0.415359,0,0,-0.005264
SPXW 140124P1440000,1440,1/24/2014,P,0.408619,0,0,-0.005719
SPXW 140124P1450000,1450,1/24/2014,P,0.401617,0,0,-0.006189
SPXW 140124P1455000,1455,1/24/2014,P,0.402452,0,0,-0.006921
SPXW 140124P1460000,1460,1/24/2014,P,0.397269,0,0,-0.007005
SPXW 140124P1465000,1465,1/24/2014,P,0.394839,0,0,-0.00742
SPXW 140124P1470000,1470,1/24/2014,P,0.389651,0,0,-0.007512
SPXW 140124P1475000,1475,1/24/2014,P,0.387054,5,9,-0.007938
SPXW 140124P1480000,1480,1/24/2014,P,0.38432,0,0,-0.008371
SPXW 140124P1485000,1485,1/24/2014,P,0.381461,0,0,-0.008809
SPXW 140124P1490000,1490,1/24/2014,P,0.378486,0,0,-0.009253
SPXW 140124P1495000,1495,1/24/2014,P,0.373249,0,0,-0.009374
SPXW 140124P1500000,1500,1/24/2014,P,0.365826,0,0,-0.009158
SPXW 140124P1505000,1505,1/24/2014,P,0.362808,2,36,-0.009624
SPXW 140124P1510000,1510,1/24/2014,P,0.357603,0,0,-0.009754
SPXW 140124P1515000,1515,1/24/2014,P,0.354466,0,0,-0.010235
SPXW 140124P1520000,1520,1/24/2014,P,0.351231,0,0,-0.010726
SPXW 140124P1525000,1525,1/24/2014,P,0.347904,24,4,-0.011225
SPXW 140124P1530000,1530,1/24/2014,P,0.344491,0,0,-0.011734
SPXW 140124P1535000,1535,1/24/2014,P,0.340998,0,0,-0.012253
SPXW 140124P1540000,1540,1/24/2014,P,0.337428,0,0,-0.012782
SPXW 140124P1545000,1545,1/24/2014,P,0.332156,0,0,-0.012969
SPXW 140124P1550000,1550,1/24/2014,P,0.328503,4,10,-0.01352
SPXW 140124P1555000,1555,1/24/2014,P,0.324781,0,0,-0.014084
SPXW 140124P1560000,1560,1/24/2014,P,0.322462,0,0,-0.015019
SPXW 140124P1565000,1565,1/24/2014,P,0.317145,0,0,-0.01525
SPXW 140124P1570000,1570,1/24/2014,P,0.31461,0,0,-0.016217
SPXW 140124P1575000,1575,1/24/2014,P,0.311907,0,0,-0.017196
SPXW 140124P1580000,1580,1/24/2014,P,0.306539,0,0,-0.017471
SPXW 140124P1585000,1585,1/24/2014,P,0.303653,0,0,-0.01849
SPXW 140124P1590000,1590,1/24/2014,P,0.300624,0,0,-0.019529
SPXW 140124P1595000,1595,1/24/2014,P,0.297463,15,650,-0.020589
SPXW 140124P1600000,1600,1/24/2014,P,0.292021,0,4,-0.020937
SPXW 140124P1605000,1605,1/24/2014,P,0.287656,0,220,-0.021672
SPXW 140124P1610000,1610,1/24/2014,P,0.285286,0,2,-0.023176
SPXW 140124P1615000,1615,1/24/2014,P,0.280781,0,0,-0.023963
SPXW 140124P1620000,1620,1/24/2014,P,0.277183,0,0,-0.02515
SPXW 140124P1625000,1625,1/24/2014,P,0.273484,0,3,-0.026369
SPXW 140124P1630000,1630,1/24/2014,P,0.26969,0,20,-0.027621
SPXW 140124P1635000,1635,1/24/2014,P,0.265806,0,0,-0.028909
SPXW 140124P1640000,1640,1/24/2014,P,0.261834,0,0,-0.030234
SPXW 140124P1645000,1645,1/24/2014,P,0.25855,0,428,-0.031981
SPXW 140124P1650000,1650,1/24/2014,P,0.254387,40,2012,-0.033392
SPXW 140124P1655000,1655,1/24/2014,P,0.250147,0,1,-0.034848
SPXW 140124P1660000,1660,1/24/2014,P,0.24652,0,7,-0.036741
SPXW 140124P1665000,1665,1/24/2014,P,0.24277,0,0,-0.038691
SPXW 140124P1670000,1670,1/24/2014,P,0.238267,0,15,-0.040312
SPXW 140124P1675000,1675,1/24/2014,P,0.234918,0,1201,-0.042778
SPXW 140124P1680000,1680,1/24/2014,P,0.230826,0,160,-0.044926
SPXW 140124P1685000,1685,1/24/2014,P,0.226628,0,777,-0.04715
SPXW 140124P1690000,1690,1/24/2014,P,0.222867,0,130,-0.049851
SPXW 140124P1695000,1695,1/24/2014,P,0.218962,0,60,-0.052646
SPXW 140124P1700000,1700,1/24/2014,P,0.215413,24,1242,-0.055935
SPXW 140124C1705000,1705,1/24/2014,C,0.20051,11,0,0.948833
SPXW 140124P1705000,1705,1/24/2014,P,0.211221,0,1004,-0.058943
SPXW 140124C1710000,1710,1/24/2014,C,0.196642,0,0,0.945739
SPXW 140124P1710000,1710,1/24/2014,P,0.207354,0,715,-0.062467
SPXW 140124C1715000,1715,1/24/2014,C,0.198256,0,0,0.937395
SPXW 140124P1715000,1715,1/24/2014,P,0.203327,0,911,-0.066125
SPXW 140124C1720000,1720,1/24/2014,C,0.190299,0,3,0.937415
SPXW 140124P1720000,1720,1/24/2014,P,0.199556,29,1055,-0.070325
SPXW 140124C1725000,1725,1/24/2014,C,0.190983,0,0,0.928821
SPXW 140124P1725000,1725,1/24/2014,P,0.195601,12,1089,-0.074689
SPXW 140124C1730000,1730,1/24/2014,C,0.183056,0,0,0.928481
SPXW 140124P1730000,1730,1/24/2014,P,0.191842,10,1185,-0.079625
SPXW 140124C1735000,1735,1/24/2014,C,0.179903,0,0,0.922883
SPXW 140124P1735000,1735,1/24/2014,P,0.187522,108,10,-0.084371
SPXW 140124C1740000,1740,1/24/2014,C,0.179352,0,4,0.913764
SPXW 140124P1740000,1740,1/24/2014,P,0.184394,30,91,-0.090895
SPXW 140124C1745000,1745,1/24/2014,C,0.172801,0,15,0.911037
SPXW 140124P1745000,1745,1/24/2014,P,0.180335,0,46,-0.096888
SPXW 140124C1750000,1750,1/24/2014,C,0.171474,0,12,0.901455
SPXW 140124P1750000,1750,1/24/2014,P,0.176065,122,348,-0.10316
SPXW 140124C1755000,1755,1/24/2014,C,0.167806,0,0,0.894056
SPXW 140124P1755000,1755,1/24/2014,P,0.172757,5,65,-0.111259
SPXW 140124C1760000,1760,1/24/2014,C,0.163287,0,0,0.887109
SPXW 140124P1760000,1760,1/24/2014,P,0.169137,16,171,-0.119686
SPXW 140124C1765000,1765,1/24/2014,C,0.161836,0,0,0.875108
SPXW 140124P1765000,1765,1/24/2014,P,0.165744,7,554,-0.12922
SPXW 140124C1770000,1770,1/24/2014,C,0.157788,0,0,0.865805
SPXW 140124P1770000,1770,1/24/2014,P,0.162014,21,167,-0.139182
SPXW 140124C1775000,1775,1/24/2014,C,0.153935,15,0,0.855248
SPXW 140124P1775000,1775,1/24/2014,P,0.158432,27,715,-0.150306
SPXW 140124C1780000,1780,1/24/2014,C,0.151591,0,0,0.841307
SPXW 140124P1780000,1780,1/24/2014,P,0.155387,0,112,-0.163311
SPXW 140124C1785000,1785,1/24/2014,C,0.147432,0,0,0.828915
SPXW 140124P1785000,1785,1/24/2014,P,0.151907,5,89,-0.176872
SPXW 140124C1790000,1790,1/24/2014,C,0.144573,0,0,0.813134
SPXW 140124P1790000,1790,1/24/2014,P,0.148817,42,1985,-0.192344
SPXW 140124C1795000,1795,1/24/2014,C,0.143539,0,2,0.792984
SPXW 140124P1795000,1795,1/24/2014,P,0.146012,56,461,-0.20969
SPXW 140124C1800000,1800,1/24/2014,C,0.138832,0,2,0.776978
SPXW 140124P1800000,1800,1/24/2014,P,0.143035,304,2991,-0.228327
SPXW 140124C1805000,1805,1/24/2014,C,0.136195,0,99,0.755986
SPXW 140124P1805000,1805,1/24/2014,P,0.139854,52,61,-0.248337
SPXW 140124C1810000,1810,1/24/2014,C,0.134277,10,19,0.732113
SPXW 140124P1810000,1810,1/24/2014,P,0.137104,3055,114,-0.270758
SPXW 140124C1815000,1815,1/24/2014,C,0.130029,10,105,0.709604
SPXW 140124P1815000,1815,1/24/2014,P,0.134033,83,55,-0.29462
SPXW 140124C1820000,1820,1/24/2014,C,0.126131,125,175,0.684286
SPXW 140124P1820000,1820,1/24/2014,P,0.131228,42,318,-0.320816
SPXW 140124C1825000,1825,1/24/2014,C,0.123371,0,80,0.655192
SPXW 140124P1825000,1825,1/24/2014,P,0.128597,52,115,-0.349228
SPXW 140124C1830000,1830,1/24/2014,C,0.120979,0,1066,0.623535
SPXW 140124P1830000,1830,1/24/2014,P,0.125479,32,43,-0.379234
SPXW 140124C1835000,1835,1/24/2014,C,0.118571,0,39,0.589799
SPXW 140124P1835000,1835,1/24/2014,P,0.123537,42,74,-0.412181
SPXW 140124C1840000,1840,1/24/2014,C,0.116915,22,667,0.553769
SPXW 140124P1840000,1840,1/24/2014,P,0.120968,35,648,-0.446525
SPXW 140124C1845000,1845,1/24/2014,C,0.114539,339,44,0.516373
SPXW 140124P1845000,1845,1/24/2014,P,0.118839,341,67,-0.482697
SPXW 140124C1850000,1850,1/24/2014,C,0.113335,92,4878,0.477691
SPXW 140124P1850000,1850,1/24/2014,P,0.11764,5,137,-0.519971
SPXW 140124C1855000,1855,1/24/2014,C,0.111877,37,158,0.438336
SPXW 140124P1855000,1855,1/24/2014,P,0.115389,0,33,-0.558354
SPXW 140124C1860000,1860,1/24/2014,C,0.109845,26,176,0.398103
SPXW 140124P1860000,1860,1/24/2014,P,0.111722,0,20,-0.598926
SPXW 140124C1865000,1865,1/24/2014,C,0.108348,26,242,0.358304
SPXW 140124P1865000,1865,1/24/2014,P,0.109995,2,25,-0.638394
SPXW 140124C1870000,1870,1/24/2014,C,0.107128,238,585,0.319473
SPXW 140124P1870000,1870,1/24/2014,P,0.108851,0,11,-0.676597
SPXW 140124C1875000,1875,1/24/2014,C,0.105917,25,2270,0.28182
SPXW 140124P1875000,1875,1/24/2014,P,0.10839,1,38,-0.712391
SPXW 140124C1880000,1880,1/24/2014,C,0.104755,521,785,0.245847
SPXW 140124P1880000,1880,1/24/2014,P,0.107405,0,1,-0.747455
SPXW 140124C1885000,1885,1/24/2014,C,0.104092,210,85,0.213008
SPXW 140124P1885000,1885,1/24/2014,P,0.106959,0,0,-0.779413
SPXW 140124C1890000,1890,1/24/2014,C,0.103324,274,198,0.182345
SPXW 140124P1890000,1890,1/24/2014,P,0.106873,0,0,-0.808236
SPXW 140124C1895000,1895,1/24/2014,C,0.103455,2,149,0.156413
SPXW 140124P1895000,1895,1/24/2014,P,0.106913,0,0,-0.834306
SPXW 140124C1900000,1900,1/24/2014,C,0.103397,6,176,0.132712
SPXW 140124P1900000,1900,1/24/2014,P,0.107732,0,0,-0.856076
SPXW 140124C1905000,1905,1/24/2014,C,0.104094,43,151,0.113361
SPXW 140124P1905000,1905,1/24/2014,P,0.109174,0,0,-0.874091
SPXW 140124C1910000,1910,1/24/2014,C,0.105031,22,155,0.096894
SPXW 140124P1910000,1910,1/24/2014,P,0.107354,0,0,-0.896971
SPXW 140124C1915000,1915,1/24/2014,C,0.106096,4,153,0.0828
SPXW 140124P1915000,1915,1/24/2014,P,0.112055,0,0,-0.904009
SPXW 140124C1920000,1920,1/24/2014,C,0.107489,50,164,0.071198
SPXW 140124P1920000,1920,1/24/2014,P,0.113744,0,0,-0.915823
SPXW 140124C1925000,1925,1/24/2014,C,0.109023,1,35,0.061399
SPXW 140124P1925000,1925,1/24/2014,P,0.116354,0,0,-0.924528
SPXW 140124C1930000,1930,1/24/2014,C,0.110369,41,4,0.052648
SPXW 140124P1930000,1930,1/24/2014,P,0.118524,0,0,-0.932877
SPXW 140124C1935000,1935,1/24/2014,C,0.111575,10,16,0.04491
SPXW 140124P1935000,1935,1/24/2014,P,0.117253,0,0,-0.945487
SPXW 140124C1940000,1940,1/24/2014,C,0.113365,19,0,0.039048
SPXW 140124P1940000,1940,1/24/2014,P,0.1191,0,0,-0.95197
SPXW 140124C1950000,1950,1/24/2014,C,0.117684,0,450,0.030459
SPXW 140124P1950000,1950,1/24/2014,P,0.12524,0,0,-0.959606
SPXW 140124C1965000,1965,1/24/2014,C,0.123447,0,610,0.020779
SPXW 140124P1965000,1965,1/24/2014,P,0.151628,0,0,-0.949721
SPXW 140124C1975000,1975,1/24/2014,C,0.128208,0,60,0.016898
SPXW 140124P1975000,1975,1/24/2014,P,0.138808,0,0,-0.973753
SPXW 140124C2000000,2000,1/24/2014,C,0.141866,15,150,0.011419
SPXW 140124P2000000,2000,1/24/2014,P,0.153507,0,0,-0.98104
SPXW 140124C2025000,2025,1/24/2014,C,0.153938,51,0,0.007686
SPXW 140124P2025000,2025,1/24/2014,P,0.181214,0,0,-0.978817
SPXW 140131P1300000,1300,1/31/2014,P,0.444985,0,0,-0.002129
SPXW 140131P1325000,1325,1/31/2014,P,0.434939,0,0,-0.002836
SPXW 140131P1350000,1350,1/31/2014,P,0.417497,0,0,-0.003285
SPXW 140131P1375000,1375,1/31/2014,P,0.399554,9,10,-0.003772
SPXW 140131P1400000,1400,1/31/2014,P,0.391628,0,47,-0.005227
SPXW 140131P1430000,1430,1/31/2014,P,0.372871,0,25,-0.006531
SPXW 140131P1440000,1440,1/31/2014,P,0.368673,0,50,-0.007302
SPXW 140131P1450000,1450,1/31/2014,P,0.363974,0,0,-0.008091
SPXW 140131P1455000,1455,1/31/2014,P,0.359351,0,0,-0.008188
SPXW 140131P1460000,1460,1/31/2014,P,0.358852,0,0,-0.008901
SPXW 140131P1465000,1465,1/31/2014,P,0.354207,0,0,-0.009009
SPXW 140131P1470000,1470,1/31/2014,P,0.351496,0,0,-0.009429
SPXW 140131P1475000,1475,1/31/2014,P,0.346852,1,22,-0.009546
SPXW 140131P1480000,1480,1/31/2014,P,0.345827,0,0,-0.010288
SPXW 140131P1485000,1485,1/31/2014,P,0.341164,0,0,-0.010419
SPXW 140131P1490000,1490,1/31/2014,P,0.339861,0,0,-0.011177
SPXW 140131P1495000,1495,1/31/2014,P,0.338338,0,0,-0.011941
SPXW 140131P1500000,1500,1/31/2014,P,0.335141,0,0,-0.012406
SPXW 140131P1505000,1505,1/31/2014,P,0.330427,0,0,-0.012569
SPXW 140131P1510000,1510,1/31/2014,P,0.327166,0,0,-0.013051
SPXW 140131P1515000,1515,1/31/2014,P,0.323852,0,0,-0.013543
SPXW 140131P1520000,1520,1/31/2014,P,0.320487,0,0,-0.014044
SPXW 140131P1525000,1525,1/31/2014,P,0.31576,0,3000,-0.014236
SPXW 140131P1530000,1530,1/31/2014,P,0.313613,0,10,-0.015076
SPXW 140131P1535000,1535,1/31/2014,P,0.310108,0,0,-0.01561
SPXW 140131P1540000,1540,1/31/2014,P,0.30536,0,0,-0.015832
SPXW 140131P1545000,1545,1/31/2014,P,0.30297,0,0,-0.016713
SPXW 140131P1550000,1550,1/31/2014,P,0.298209,10,0,-0.016957
SPXW 140131P1555000,1555,1/31/2014,P,0.295672,0,0,-0.017867
SPXW 140131P1560000,1560,1/31/2014,P,0.29302,0,0,-0.018794
SPXW 140131P1565000,1565,1/31/2014,P,0.289249,0,25,-0.019409
SPXW 140131P1570000,1570,1/31/2014,P,0.286427,0,0,-0.020371
SPXW 140131P1575000,1575,1/31/2014,P,0.283507,0,0,-0.021351
SPXW 140131P1580000,1580,1/31/2014,P,0.281391,0,0,-0.022681
SPXW 140131P1585000,1585,1/31/2014,P,0.278258,0,0,-0.023703
SPXW 140131P1590000,1590,1/31/2014,P,0.275045,0,0,-0.024749
SPXW 140131P1595000,1595,1/31/2014,P,0.271755,0,0,-0.02582
SPXW 140131P1600000,1600,1/31/2014,P,0.268391,0,8,-0.026916
SPXW 140131P1605000,1605,1/31/2014,P,0.2657,0,0,-0.028371
